attack,defense1,defense2,multiplier
Ice,Dark,Rock,1.0
Fighting,Dark,Rock,4.0
Poison,Dark,Rock,0.5
Ground,Dark,Rock,2.0
Flying,Dark,Rock,0.5
Psychic,Dark,Rock,0.0
Bug,Dark,Rock,2.0
Rock,Dark,Rock,1.0
Ghost,Dark,Rock,0.5
Dragon,Dark,Rock,1.0
Dark,Dark,Rock,0.5
Steel,Dark,Rock,2.0
Fairy,Dark,Rock,2.0
Normal,Dark,Ghost,0.0
Fire,Dark,Ghost,1.0
Water,Dark,Ghost,1.0
Electric,Dark,Ghost,1.0
Grass,Dark,Ghost,1.0
Ice,Dark,Ghost,1.0
Fighting,Dark,Ghost,0.0
Poison,Dark,Ghost,0.5
Ground,Dark,Ghost,1.0
Flying,Dark,Ghost,1.0
Psychic,Dark,Ghost,0.0
Bug,Dark,Ghost,1.0
Rock,Dark,Ghost,1.0
Ghost,Dark,Ghost,1.0
Dragon,Dark,Ghost,1.0
Dark,Dark,Ghost,1.0
Steel,Dark,Ghost,1.0
Fairy,Dark,Ghost,2.0
Normal,Dark,Dragon,1.0
Fire,Dark,Dragon,0.5
Water,Dark,Dragon,0.5
Electric,Dark,Dragon,0.5
Grass,Dark,Dragon,0.5
Ice,Dark,Dragon,2.0
Fighting,Dark,Dragon,2.0
Poison,Dark,Dragon,1.0
Ground,Dark,Dragon,1.0
Flying,Dark,Dragon,1.0
Psychic,Dark,Dragon,0.0
Bug,Dark,Dragon,2.0
Rock,Dark,Dragon,1.0
Ghost,Dark,Dragon,0.5
Dragon,Dark,Dragon,2.0
Dark,Dark,Dragon,0.5
Steel,Dark,Dragon,1.0
Fairy,Dark,Dragon,4.0
Normal,Dark,Steel,0.5
Fire,Dark,Steel,2.0
Water,Dark,Steel,1.0
Electric,Dark,Steel,1.0
Grass,Dark,Steel,0.5
Ice,Dark,Steel,0.5
Fighting,Dark,Steel,4.0
Poison,Dark,Steel,0.0
Ground,Dark,Steel,2.0
Flying,Dark,Steel,0.5
Psychic,Dark,Steel,0.0
Bug,Dark,Steel,1.0
Rock,Dark,Steel,0.5
Ghost,Dark,Steel,0.5
Dragon,Dark,Steel,0.5
Dark,Dark,Steel,0.5
Steel,Dark,Steel,0.5
Fairy,Dark,Steel,1.0
Normal,Dark,Fairy,1.0
Fire,Dark,Fairy,1.0
Water,Dark,Fairy,1.0
Electric,Dark,Fairy,1.0
Grass,Dark,Fairy,1.0
Ice,Dark,Fairy,1.0
Fighting,Dark,Fairy,1.0
Poison,Dark,Fairy,2.0
Ground,Dark,Fairy,1.0
Flying,Dark,Fairy,1.0
Psychic,Dark,Fairy,0.0
Bug,Dark,Fairy,1.0
Rock,Dark,Fairy,1.0
Ghost,Dark,Fairy,0.5
Dragon,Dark,Fairy,0.0
Dark,Dark,Fairy,0.25
Steel,Dark,Fairy,2.0
Fairy,Dark,Fairy,2.0
Normal,Steel,,0.5
Fire,Steel,,2.0
Water,Steel,,1.0
Electric,Steel,,1.0
Grass,Steel,,0.5
Ice,Steel,,0.5
Fighting,Steel,,2.0
Poison,Steel,,0.0
Ground,Steel,,2.0
Flying,Steel,,0.5
Psychic,Steel,,0.5
Bug,Steel,,0.5
Rock,Steel,,0.5
Ghost,Steel,,1.0
Dragon,Steel,,0.5
Dark,Steel,,1.0
Steel,Steel,,0.5
Fairy,Steel,,0.5
Normal,Steel,Normal,0.5
Fire,Steel,Normal,2.0
Water,Steel,Normal,1.0
Electric,Steel,Normal,1.0
Grass,Steel,Normal,0.5
Ice,Steel,Normal,0.5
Fighting,Steel,Normal,4.0
Poison,Steel,Normal,0.0
Ground,Steel,Normal,2.0
Flying,Steel,Normal,0.5
Psychic,Steel,Normal,0.5
Bug,Steel,Normal,0.5
Rock,Steel,Normal,0.5
Ghost,Steel,Normal,0.0
Dragon,Steel,Normal,0.5
Dark,Steel,Normal,1.0
Steel,Steel,Normal,0.5
Fairy,Steel,Normal,0.5
Normal,Steel,Fire,0.5
Fire,Steel,Fire,1.0
Water,Steel,Fire,2.0
Electric,Steel,Fire,1.0
Grass,Steel,Fire,0.25
Ice,Steel,Fire,0.25
Fighting,Steel,Fire,2.0
Poison,Steel,Fire,0.0
Ground,Steel,Fire,4.0
Flying,Steel,Fire,0.5
Psychic,Steel,Fire,0.5
Bug,Steel,Fire,0.25
Rock,Steel,Fire,1.0
Ghost,Steel,Fire,1.0
Dragon,Steel,Fire,0.5
Dark,Steel,Fire,1.0
Steel,Steel,Fire,0.25
Fairy,Steel,Fire,0.25
Normal,Steel,Water,0.5
Fire,Steel,Water,1.0
Water,Steel,Water,0.5
Electric,Steel,Water,2.0
Grass,Steel,Water,1.0
Ice,Steel,Water,0.25
Fighting,Steel,Water,2.0
Poison,Steel,Water,0.0
Ground,Steel,Water,2.0
Flying,Steel,Water,0.5
Psychic,Steel,Water,0.5
Bug,Steel,Water,0.5
Rock,Steel,Water,0.5
Ghost,Steel,Water,1.0
Dragon,Steel,Water,0.5
Dark,Steel,Water,1.0
Steel,Steel,Water,0.25
Fairy,Steel,Water,0.5
Normal,Steel,Electric,0.5
Fire,Steel,Electric,2.0
Water,Steel,Electric,1.0
Electric,Steel,Electric,0.5
Grass,Steel,Electric,0.5
Ice,Steel,Electric,0.5
Fighting,Steel,Electric,2.0
Poison,Steel,Electric,0.0
Ground,Steel,Electric,4.0
Flying,Steel,Electric,0.25
Psychic,Steel,Electric,0.5
Bug,Steel,Electric,0.5
Rock,Steel,Electric,0.5
Ghost,Steel,Electric,1.0
Dragon,Steel,Electric,0.5
Dark,Steel,Electric,1.0
Steel,Steel,Electric,0.25
Fairy,Steel,Electric,0.5
Normal,Steel,Grass,0.5
Fire,Steel,Grass,4.0
Water,Steel,Grass,0.5
Electric,Steel,Grass,0.5
Grass,Steel,Grass,0.25
Ice,Steel,Grass,1.0
Fighting,Steel,Grass,2.0
Poison,Steel,Grass,0.0
Ground,Steel,Grass,1.0
Flying,Steel,Grass,1.0
Psychic,Steel,Grass,0.5
Bug,Steel,Grass,1.0
Rock,Steel,Grass,0.5
Ghost,Steel,Grass,1.0
Dragon,Steel,Grass,0.5
Dark,Steel,Grass,1.0
Steel,Steel,Grass,0.5
Fairy,Steel,Grass,0.5
Normal,Steel,Ice,0.5
Fire,Steel,Ice,4.0
Water,Steel,Ice,1.0
Electric,Steel,Ice,1.0
Grass,Steel,Ice,0.5
Ice,Steel,Ice,0.25
Fighting,Steel,Ice,4.0
Poison,Steel,Ice,0.0
Ground,Steel,Ice,2.0
Flying,Steel,Ice,0.5
Psychic,Steel,Ice,0.5
Bug,Steel,Ice,0.5
Rock,Steel,Ice,1.0
Ghost,Steel,Ice,1.0
Dragon,Steel,Ice,0.5
Dark,Steel,Ice,1.0
Steel,Steel,Ice,1.0
Fairy,Steel,Ice,0.5
Normal,Steel,Fighting,0.5
Fire,Steel,Fighting,2.0
Water,Steel,Fighting,1.0
Electric,Steel,Fighting,1.0
Grass,Steel,Fighting,0.5
Ice,Steel,Fighting,0.5
Fighting,Steel,Fighting,2.0
Poison,Steel,Fighting,0.0
Ground,Steel,Fighting,2.0
Flying,Steel,Fighting,1.0
Psychic,Steel,Fighting,1.0
Bug,Steel,Fighting,0.25
Rock,Steel,Fighting,0.25
Ghost,Steel,Fighting,1.0
Dragon,Steel,Fighting,0.5
Dark,Steel,Fighting,0.5
Steel,Steel,Fighting,0.5
Fairy,Steel,Fighting,1.0
Normal,Steel,Poison,0.5
Fire,Steel,Poison,2.0
Water,Steel,Poison,1.0
Electric,Steel,Poison,1.0
Grass,Steel,Poison,0.25
Ice,Steel,Poison,0.5
Fighting,Steel,Poison,1.0
Poison,Steel,Poison,0.0
Ground,Steel,Poison,4.0
Flying,Steel,Poison,0.5
Psychic,Steel,Poison,1.0
Bug,Steel,Poison,0.25
Rock,Steel,Poison,0.5
Ghost,Steel,Poison,1.0
Dragon,Steel,Poison,0.5
Dark,Steel,Poison,1.0
Steel,Steel,Poison,0.5
Fairy,Steel,Poison,0.25
Normal,Steel,Ground,0.5
Fire,Steel,Ground,2.0
Water,Steel,Ground,2.0
Electric,Steel,Ground,0.0
Grass,Steel,Ground,1.0
Ice,Steel,Ground,1.0
Fighting,Steel,Ground,2.0
Poison,Steel,Ground,0.0
Ground,Steel,Ground,2.0
Flying,Steel,Ground,0.5
Psychic,Steel,Ground,0.5
Bug,Steel,Ground,0.5
Rock,Steel,Ground,0.25
Ghost,Steel,Ground,1.0
Dragon,Steel,Ground,0.5
Dark,Steel,Ground,1.0
Steel,Steel,Ground,0.5
Fairy,Steel,Ground,0.5
Normal,Steel,Flying,0.5
Fire,Steel,Flying,2.0
Water,Steel,Flying,1.0
Electric,Steel,Flying,2.0
Grass,Steel,Flying,0.25
Ice,Steel,Flying,1.0
Fighting,Steel,Flying,1.0
Poison,Steel,Flying,0.0
Ground,Steel,Flying,0.0
Flying,Steel,Flying,0.5
Psychic,Steel,Flying,0.5
Bug,Steel,Flying,0.25
Rock,Steel,Flying,1.0
Ghost,Steel,Flying,1.0
Dragon,Steel,Flying,0.5
Dark,Steel,Flying,1.0
Steel,Steel,Flying,0.5
Fairy,Steel,Flying,0.5
Normal,Steel,Psychic,0.5
Fire,Steel,Psychic,2.0
Water,Steel,Psychic,1.0
Electric,Steel,Psychic,1.0
Grass,Steel,Psychic,0.5
Ice,Steel,Psychic,0.5
Fighting,Steel,Psychic,1.0
Poison,Steel,Psychic,0.0
Ground,Steel,Psychic,2.0
Flying,Steel,Psychic,0.5
Psychic,Steel,Psychic,0.25
Bug,Steel,Psychic,1.0
Rock,Steel,Psychic,0.5
Ghost,Steel,Psychic,2.0
Dragon,Steel,Psychic,0.5
Dark,Steel,Psychic,2.0
Steel,Steel,Psychic,0.5
Fairy,Steel,Psychic,0.5
Normal,Steel,Bug,0.5
Fire,Steel,Bug,4.0
Water,Steel,Bug,1.0
Electric,Steel,Bug,1.0
Grass,Steel,Bug,0.25
Ice,Steel,Bug,0.5
Fighting,Steel,Bug,1.0
Poison,Steel,Bug,0.0
Ground,Steel,Bug,1.0
Flying,Steel,Bug,1.0
Psychic,Steel,Bug,0.5
Bug,Steel,Bug,0.5
Rock,Steel,Bug,1.0
Ghost,Steel,Bug,1.0
Dragon,Steel,Bug,0.5
Dark,Steel,Bug,1.0
Steel,Steel,Bug,0.5
Fairy,Steel,Bug,0.5
Normal,Steel,Rock,0.25
Fire,Steel,Rock,1.0
Water,Steel,Rock,2.0
Electric,Steel,Rock,1.0
Grass,Steel,Rock,1.0
Ice,Steel,Rock,0.5
Fighting,Steel,Rock,4.0
Poison,Steel,Rock,0.0
Ground,Steel,Rock,4.0
Flying,Steel,Rock,0.25
Psychic,Steel,Rock,0.5
Bug,Steel,Rock,0.5
Rock,Steel,Rock,0.5
Ghost,Steel,Rock,1.0
Dragon,Steel,Rock,0.5
Dark,Steel,Rock,1.0
Steel,Steel,Rock,1.0
Fairy,Steel,Rock,0.5
Normal,Steel,Ghost,0.0
Fire,Steel,Ghost,2.0
Water,Steel,Ghost,1.0
Electric,Steel,Ghost,1.0
Grass,Steel,Ghost,0.5
Ice,Steel,Ghost,0.5
Fighting,Steel,Ghost,0.0
Poison,Steel,Ghost,0.0
Ground,Steel,Ghost,2.0
Flying,Steel,Ghost,0.5
Psychic,Steel,Ghost,0.5
Bug,Steel,Ghost,0.25
Rock,Steel,Ghost,0.5
Ghost,Steel,Ghost,2.0
Dragon,Steel,Ghost,0.5
Dark,Steel,Ghost,2.0
Steel,Steel,Ghost,0.5
Fairy,Steel,Ghost,0.5
Normal,Steel,Dragon,0.5
Fire,Steel,Dragon,1.0
Water,Steel,Dragon,0.5
Electric,Steel,Dragon,0.5
Grass,Steel,Dragon,0.25
Ice,Steel,Dragon,1.0
Fighting,Steel,Dragon,2.0
Poison,Steel,Dragon,0.0
Ground,Steel,Dragon,2.0
Flying,Steel,Dragon,0.5
Psychic,Steel,Dragon,0.5
Bug,Steel,Dragon,0.5
Rock,Steel,Dragon,0.5
Ghost,Steel,Dragon,1.0
Dragon,Steel,Dragon,1.0
Dark,Steel,Dragon,1.0
Steel,Steel,Dragon,0.5
Fairy,Steel,Dragon,1.0
Normal,Steel,Dark,0.5
Fire,Steel,Dark,2.0
Water,Steel,Dark,1.0
Electric,Steel,Dark,1.0
Grass,Steel,Dark,0.5
Ice,Steel,Dark,0.5
Fighting,Steel,Dark,4.0
Poison,Steel,Dark,0.0
Ground,Steel,Dark,2.0
Flying,Steel,Dark,0.5
Psychic,Steel,Dark,0.0
Bug,Steel,Dark,1.0
Rock,Steel,Dark,0.5
Ghost,Steel,Dark,0.5
Dragon,Steel,Dark,0.5
Dark,Steel,Dark,0.5
Steel,Steel,Dark,0.5
Fairy,Steel,Dark,1.0
Normal,Steel,Fairy,0.5
Fire,Steel,Fairy,2.0
Water,Steel,Fairy,1.0
Electric,Steel,Fairy,1.0
Grass,Steel,Fairy,0.5
Ice,Steel,Fairy,0.5
Fighting,Steel,Fairy,1.0
Poison,Steel,Fairy,0.0
Ground,Steel,Fairy,2.0
Flying,Steel,Fairy,0.5
Psychic,Steel,Fairy,0.5
Bug,Steel,Fairy,0.25
Rock,Steel,Fairy,0.5
Ghost,Steel,Fairy,1.0
Dragon,Steel,Fairy,0.0
Dark,Steel,Fairy,0.5
Steel,Steel,Fairy,1.0
Fairy,Steel,Fairy,0.5
Normal,Fairy,,1.0
Fire,Fairy,,1.0
Water,Fairy,,1.0
Electric,Fairy,,1.0
Grass,Fairy,,1.0
Ice,Fairy,,1.0
Fighting,Fairy,,0.5
Poison,Fairy,,2.0
Ground,Fairy,,1.0
Flying,Fairy,,1.0
Psychic,Fairy,,1.0
Bug,Fairy,,0.5
Rock,Fairy,,1.0
Ghost,Fairy,,1.0
Dragon,Fairy,,0.0
Dark,Fairy,,0.5
Steel,Fairy,,2.0
Fairy,Fairy,,1.0
Normal,Fairy,Normal,1.0
Fire,Fairy,Normal,1.0
Water,Fairy,Normal,1.0
Electric,Fairy,Normal,1.0
Grass,Fairy,Normal,1.0
Ice,Fairy,Normal,1.0
Fighting,Fairy,Normal,1.0
Poison,Fairy,Normal,2.0
Ground,Fairy,Normal,1.0
Flying,Fairy,Normal,1.0
Psychic,Fairy,Normal,1.0
Bug,Fairy,Normal,0.5
Rock,Fairy,Normal,1.0
Ghost,Fairy,Normal,0.0
Dragon,Fairy,Normal,0.0
Dark,Fairy,Normal,0.5
Steel,Fairy,Normal,2.0
Fairy,Fairy,Normal,1.0
Normal,Fairy,Fire,1.0
Fire,Fairy,Fire,0.5
Water,Fairy,Fire,2.0
Electric,Fairy,Fire,1.0
Grass,Fairy,Fire,0.5
Ice,Fairy,Fire,0.5
Fighting,Fairy,Fire,0.5
Poison,Fairy,Fire,2.0
Ground,Fairy,Fire,2.0
Flying,Fairy,Fire,1.0
Psychic,Fairy,Fire,1.0
Bug,Fairy,Fire,0.25
Rock,Fairy,Fire,2.0
Ghost,Fairy,Fire,1.0
Dragon,Fairy,Fire,0.0
Dark,Fairy,Fire,0.5
Steel,Fairy,Fire,1.0
Fairy,Fairy,Fire,0.5
Normal,Fairy,Water,1.0
Fire,Fairy,Water,0.5
Water,Fairy,Water,0.5
Electric,Fairy,Water,2.0
Grass,Fairy,Water,2.0
Ice,Fairy,Water,0.5
Fighting,Fairy,Water,0.5
Poison,Fairy,Water,2.0
Ground,Fairy,Water,1.0
Flying,Fairy,Water,1.0
Psychic,Fairy,Water,1.0
Bug,Fairy,Water,0.5
Rock,Fairy,Water,1.0
Ghost,Fairy,Water,1.0
Dragon,Fairy,Water,0.0
Dark,Fairy,Water,0.5
Steel,Fairy,Water,1.0
Fairy,Fairy,Water,1.0
Normal,Fairy,Electric,1.0
Fire,Fairy,Electric,1.0
Water,Fairy,Electric,1.0
Electric,Fairy,Electric,0.5
Grass,Fairy,Electric,1.0
Ice,Fairy,Electric,1.0
Fighting,Fairy,Electric,0.5
Poison,Fairy,Electric,2.0
Ground,Fairy,Electric,2.0
Flying,Fairy,Electric,0.5
Psychic,Fairy,Electric,1.0
Bug,Fairy,Electric,0.5
Rock,Fairy,Electric,1.0
Ghost,Fairy,Electric,1.0
Dragon,Fairy,Electric,0.0
Dark,Fairy,Electric,0.5
Steel,Fairy,Electric,1.0
Fairy,Fairy,Electric,1.0
Normal,Fairy,Grass,1.0
Fire,Fairy,Grass,2.0
Water,Fairy,Grass,0.5
Electric,Fairy,Grass,0.5
Grass,Fairy,Grass,0.5
Ice,Fairy,Grass,2.0
Fighting,Fairy,Grass,0.5
Poison,Fairy,Grass,4.0
Ground,Fairy,Grass,0.5
Flying,Fairy,Grass,2.0
Psychic,Fairy,Grass,1.0
Bug,Fairy,Grass,1.0
Rock,Fairy,Grass,1.0
Ghost,Fairy,Grass,1.0
Dragon,Fairy,Grass,0.0
Dark,Fairy,Grass,0.5
Steel,Fairy,Grass,2.0
Fairy,Fairy,Grass,1.0
Normal,Fairy,Ice,1.0
Fire,Fairy,Ice,2.0
Water,Fairy,Ice,1.0
Electric,Fairy,Ice,1.0
Grass,Fairy,Ice,1.0
Ice,Fairy,Ice,0.5
Fighting,Fairy,Ice,1.0
Poison,Fairy,Ice,2.0
Ground,Fairy,Ice,1.0
Flying,Fairy,Ice,1.0
Psychic,Fairy,Ice,1.0
Bug,Fairy,Ice,0.5
Rock,Fairy,Ice,2.0
Ghost,Fairy,Ice,1.0
Dragon,Fairy,Ice,0.0
Dark,Fairy,Ice,0.5
Steel,Fairy,Ice,4.0
Fairy,Fairy,Ice,1.0
Normal,Fairy,Fighting,1.0
Fire,Fairy,Fighting,1.0
Water,Fairy,Fighting,1.0
Electric,Fairy,Fighting,1.0
Grass,Fairy,Fighting,1.0
Ice,Fairy,Fighting,1.0
Fighting,Fairy,Fighting,0.5
Poison,Fairy,Fighting,2.0
Ground,Fairy,Fighting,1.0
Flying,Fairy,Fighting,2.0
Psychic,Fairy,Fighting,2.0
Bug,Fairy,Fighting,0.25
Rock,Fairy,Fighting,0.5
Ghost,Fairy,Fighting,1.0
Dragon,Fairy,Fighting,0.0
Dark,Fairy,Fighting,0.25
Steel,Fairy,Fighting,2.0
Fairy,Fairy,Fighting,2.0
Normal,Fairy,Poison,1.0
Fire,Fairy,Poison,1.0
Water,Fairy,Poison,1.0
Electric,Fairy,Poison,1.0
Grass,Fairy,Poison,0.5
Ice,Fairy,Poison,1.0
Fighting,Fairy,Poison,0.25
Poison,Fairy,Poison,1.0
Ground,Fairy,Poison,2.0
Flying,Fairy,Poison,1.0
Psychic,Fairy,Poison,2.0
Bug,Fairy,Poison,0.25
Rock,Fairy,Poison,1.0
Ghost,Fairy,Poison,1.0
Dragon,Fairy,Poison,0.0
Dark,Fairy,Poison,0.5
Steel,Fairy,Poison,2.0
Fairy,Fairy,Poison,0.5
Normal,Fairy,Ground,1.0
Fire,Fairy,Ground,1.0
Water,Fairy,Ground,2.0
Electric,Fairy,Ground,0.0
Grass,Fairy,Ground,2.0
Ice,Fairy,Ground,2.0
Fighting,Fairy,Ground,0.5
Poison,Fairy,Ground,1.0
Ground,Fairy,Ground,1.0
Flying,Fairy,Ground,1.0
Psychic,Fairy,Ground,1.0
Bug,Fairy,Ground,0.5
Rock,Fairy,Ground,0.5
Ghost,Fairy,Ground,1.0
Dragon,Fairy,Ground,0.0
Dark,Fairy,Ground,0.5
Steel,Fairy,Ground,2.0
Fairy,Fairy,Ground,1.0
Normal,Fairy,Flying,1.0
Fire,Fairy,Flying,1.0
Water,Fairy,Flying,1.0
Electric,Fairy,Flying,2.0
Grass,Fairy,Flying,0.5
Ice,Fairy,Flying,2.0
Fighting,Fairy,Flying,0.25
Poison,Fairy,Flying,2.0
Ground,Fairy,Flying,0.0
Flying,Fairy,Flying,1.0
Psychic,Fairy,Flying,1.0
Bug,Fairy,Flying,0.25
Rock,Fairy,Flying,2.0
Ghost,Fairy,Flying,1.0
Dragon,Fairy,Flying,0.0
Dark,Fairy,Flying,0.5
Steel,Fairy,Flying,2.0
Fairy,Fairy,Flying,1.0
Normal,Fairy,Psychic,1.0
Fire,Fairy,Psychic,1.0
Water,Fairy,Psychic,1.0
Electric,Fairy,Psychic,1.0
Grass,Fairy,Psychic,1.0
Ice,Fairy,Psychic,1.0
Fighting,Fairy,Psychic,0.25
Poison,Fairy,Psychic,2.0
Ground,Fairy,Psychic,1.0
Flying,Fairy,Psychic,1.0
Psychic,Fairy,Psychic,0.5
Bug,Fairy,Psychic,1.0
Rock,Fairy,Psychic,1.0
Ghost,Fairy,Psychic,2.0
Dragon,Fairy,Psychic,0.0
Dark,Fairy,Psychic,1.0
Steel,Fairy,Psychic,2.0
Fairy,Fairy,Psychic,1.0
Normal,Fairy,Bug,1.0
Fire,Fairy,Bug,2.0
Water,Fairy,Bug,1.0
Electric,Fairy,Bug,1.0
Grass,Fairy,Bug,0.5
Ice,Fairy,Bug,1.0
Fighting,Fairy,Bug,0.25
Poison,Fairy,Bug,2.0
Ground,Fairy,Bug,0.5
Flying,Fairy,Bug,2.0
Psychic,Fairy,Bug,1.0
Bug,Fairy,Bug,0.5
Rock,Fairy,Bug,2.0
Ghost,Fairy,Bug,1.0
Dragon,Fairy,Bug,0.0
Dark,Fairy,Bug,0.5
Steel,Fairy,Bug,2.0
Fairy,Fairy,Bug,1.0
Normal,Fairy,Rock,0.5
Fire,Fairy,Rock,0.5
Water,Fairy,Rock,2.0
Electric,Fairy,Rock,1.0
Grass,Fairy,Rock,2.0
Ice,Fairy,Rock,1.0
Fighting,Fairy,Rock,1.0
Poison,Fairy,Rock,1.0
Ground,Fairy,Rock,2.0
Flying,Fairy,Rock,0.5
Psychic,Fairy,Rock,1.0
Bug,Fairy,Rock,0.5
Rock,Fairy,Rock,1.0
Ghost,Fairy,Rock,1.0
Dragon,Fairy,Rock,0.0
Dark,Fairy,Rock,0.5
Steel,Fairy,Rock,4.0
Fairy,Fairy,Rock,1.0
Normal,Fairy,Ghost,0.0
Fire,Fairy,Ghost,1.0
Water,Fairy,Ghost,1.0
Electric,Fairy,Ghost,1.0
Grass,Fairy,Ghost,1.0
Ice,Fairy,Ghost,1.0
Fighting,Fairy,Ghost,0.0
Poison,Fairy,Ghost,1.0
Ground,Fairy,Ghost,1.0
Flying,Fairy,Ghost,1.0
Psychic,Fairy,Ghost,1.0
Bug,Fairy,Ghost,0.25
Rock,Fairy,Ghost,1.0
Ghost,Fairy,Ghost,2.0
Dragon,Fairy,Ghost,0.0
Dark,Fairy,Ghost,1.0
Steel,Fairy,Ghost,2.0
Fairy,Fairy,Ghost,1.0
Normal,Fairy,Dragon,1.0
Fire,Fairy,Dragon,0.5
Water,Fairy,Dragon,0.5
Electric,Fairy,Dragon,0.5
Grass,Fairy,Dragon,0.5
Ice,Fairy,Dragon,2.0
Fighting,Fairy,Dragon,0.5
Poison,Fairy,Dragon,2.0
Ground,Fairy,Dragon,1.0
Flying,Fairy,Dragon,1.0
Psychic,Fairy,Dragon,1.0
Bug,Fairy,Dragon,0.5
Rock,Fairy,Dragon,1.0
Ghost,Fairy,Dragon,1.0
Dragon,Fairy,Dragon,0.0
Dark,Fairy,Dragon,0.5
Steel,Fairy,Dragon,2.0
Fairy,Fairy,Dragon,2.0
Normal,Fairy,Dark,1.0
Fire,Fairy,Dark,1.0
Water,Fairy,Dark,1.0
Electric,Fairy,Dark,1.0
Grass,Fairy,Dark,1.0
Ice,Fairy,Dark,1.0
Fighting,Fairy,Dark,1.0
Poison,Fairy,Dark,2.0
Ground,Fairy,Dark,1.0
Flying,Fairy,Dark,1.0
Psychic,Fairy,Dark,0.0
Bug,Fairy,Dark,1.0
Rock,Fairy,Dark,1.0
Ghost,Fairy,Dark,0.5
Dragon,Fairy,Dark,0.0
Dark,Fairy,Dark,0.25
Steel,Fairy,Dark,2.0
Fairy,Fairy,Dark,2.0
Normal,Fairy,Steel,0.5
Fire,Fairy,Steel,2.0
Water,Fairy,Steel,1.0
Electric,Fairy,Steel,1.0
Grass,Fairy,Steel,0.5
Ice,Fairy,Steel,0.5
Fighting,Fairy,Steel,1.0
Poison,Fairy,Steel,0.0
Ground,Fairy,Steel,2.0
Flying,Fairy,Steel,0.5
Psychic,Fairy,Steel,0.5
Bug,Fairy,Steel,0.25
Rock,Fairy,Steel,0.5
Ghost,Fairy,Steel,1.0
Dragon,Fairy,Steel,0.0
Dark,Fairy,Steel,0.5
Steel,Fairy,Steel,1.0
Fairy,Fairy,Steel,0.5
